CUSTOMER_CODE|CUSTOMER_CODE_DESC|BILL_NUMBER|BILL_DATE|PMH_CATEGORY|PMH_CATEGORY_DESC|MONTH|USL_OUTLET_CODE|USL_OUTLET_CODE_DESC|CCF_REASON|CCF_DESC|SALESMAN_CODE|SALESMAN_CODE_DESC|SECONDARY_CHANNEL_CODE|SECONDARY_CHANNEL_CODE_DESC|CBU_CODE|CBU_CODE_DESC|BOM_HEADER_CBU_CODE|BOM_HEADER_CBU_CODE_DESC|SKU7_CODE|SKU7_CODE_DESC|BOM_HEADER_SKU7_CODE|BOM_HEADER_SKU7_CODE_DESC|SALES_DELIVERY_DATE|TOTAL_SALES_VALUE_LKR|TOTAL_SALES_VALUE_GSV|TOTAL_SALES_QTY_CASES|TOTAL_SALES_QTY_KGS|CHANNEL_CODE|CHANNEL_CODE_DESC|BASEPACK_CODE
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94005386|REX WMN DEO PASSION 50ML|||||||2022-01-31|0|280099.065|34|44|||40821
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009068|Viva Original Bottle 400g|||||||2022-01-31|0|0.0|0|0|||42925
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009058|Viva Original 400g Carton|||||||2022-01-31|0|3118631.5|408|3921|||42928
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94006868|REXONA DEO MEN ICE-COOL 50ML|||||||2022-01-31|0|681284.4339|82|107|||40875
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94005345|RIN HOUDINI DET.PWD.200G|||||||2022-01-31|0|0.0|0|0|||40902
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009053|Horlicks Original 400g bottle|||||||2022-01-31|0|2182.521944|0|2|||42934
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010512|LIFEBUOY AD STRONG & LONG SHAMPOO 80ml|||||||2022-01-31|0|556915.7471|112|443|||40534
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94005377|REXONA WOMN DEO PASSN 25ML|||||||2022-01-31|0|504988.9645|111|72|||40877
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94012326|Lifebuoy Total 10 Handwash*200ml|||||||2022-01-31|0|2032089.87|457|2238|||40510
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94007806|LB HW NATURE 200ML|||||||2022-01-31|0|0.0|0|0|||40504
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94010021|Pears Pure & Gentle Cream 200ML|||||||2022-01-31|0|229192.3692|46|222|||40683
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94012328|Lifebuoy Care Handwash*200ml|||||||2022-01-31|0|251548.1682|49|239|||40501
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94012123|SLDP Lemon & Orange RLx400g|||||||2022-01-31|0|769535.6108|210|4195|||40997
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010771|Sunsilk Damage Restore Shampoo 180ml|||||||2022-01-31|0|600141.3687|114|508|||41083
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1119|Home & Hygiene|20221|||||||||94007875|VIM D/W LQD(PET) 500ML|||||||2022-01-31|0|6593987.208|1348|16743|||41217
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94010049|Pears Magic Drop Galss Cologne 100ML|||||||2022-01-31|0|250470.52|48|106|||42023
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94010053|Pears Magic Drop Glass Cologne 50ML|||||||2022-01-31|0|288319.0297|46|99|||42020
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1070|Scratch Cooking Aids|20221|||||||||94006052|KNORR SWT & SOUR 50G|||||||2022-01-31|0|0.0|0|0|||40311
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94005652|SS DR SF&SMT CD 180M|||||||2022-01-31|0|851068.5058|164|693|||41047
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010764|Sunsilk S&S Shampoo 180ml|||||||2022-01-31|0|1913881.489|364|1620|||41095
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1070|Scratch Cooking Aids|20221|||||||||94006053|KNORR RECIPE MIX CHILL CHK 40G|||||||2022-01-31|0|0.0|0|0|||40379
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94006079|SS HF SOL 80ML|||||||2022-01-31|0|0.0|0|0|||41084
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94012359|Lifebuoy Mild Care 100g|||||||2022-01-31|0|263199.0291|29|427|||40554
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94000412|DOVE SOAP W BTY BARCREAM100G|||||||2022-01-31|0|0.0|0|0|||40245
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94005641|SUNSILK DREAM SOFT & SMOOTH SHAMPOO 80ML|||||||2022-01-31|0|445050.45|74|293|||41110
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94006475|LB HW POUCH NATURE 180ML|||||||2022-01-31|0|0.0|0|0|||40502
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94006474|LB HW POUCH TOTAL 180ML|||||||2022-01-31|0|2121259.429|682|2965|||40507
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009962|PONDS BHT/BTY/DAY CRM 50G|||||||2022-01-31|0|0.0|0|0|||41511
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94010328|Signal Fighter MT Single- Medium|||||||2022-01-31|0|0.0|166|382|||41512
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94012450|Signal ST x 160g|||||||2022-01-31|0|6419430.628|1035|7950|||40939
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94010594|Ponds Bright Beauty Facewash 50g|||||||2022-01-31|0|868611.1801|197|236|||40765
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94002621|PONDS AGE/MIR CELL/REG F/F 100G|||||||2022-01-31|0|0.0|0|0|||41513
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94007161|Ponds Age Miracle Day Cream 50g*12|||||||2022-01-31|0|226250.0181|15|9|||40724
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94007163|Ponds Age Miracle Night Cream 50g|||||||2022-01-31|0|228750.0183|15|9|||40726
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009059|Viva Original 400g Pouch|||||||2022-01-31|0|7182879.472|963|9246|||42926
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009060|Viva Original 800g Pouch|||||||2022-01-31|0|3360935.825|308|4432|||42927
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94012550|Vaseline Healthy Brightx 100ml|||||||2022-01-31|0|1419748.796|307|738|||41201
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94012552|Vaseline Aloe Freshx 100ml|||||||2022-01-31|0|1069219.62|256|612|||41199
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1331|Other Nutrition|20221|||||||||94010488|Marmite Yeast Extract 50g|||||||2022-01-31|0|2941848.626|283|850|||40668
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1331|Other Nutrition|20221|||||||||94010489|Marmite Yeast Extract 100g|||||||2022-01-31|0|4133907.268|261|1254|||40665
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1331|Other Nutrition|20221|||||||||94010490|Marmite Yeast Extract 200g|||||||2022-01-31|0|4334792.416|195|1403|||40664
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1119|Home & Hygiene|20221|||||||||94000486|VIM D/W 100G|||||||2022-01-31|0|744399.6659|198|2853|||41211
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94005098|FAL Adv MV 25G Blue Lens|||||||2022-01-31|0|337942.5803|12|44|||40282
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94000460|FAL AYURVEDIC 25G|||||||2022-01-31|0|0.0|0|0|||40274
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94012118|SLDP Lemon&Orange RL1kg|||||||2022-01-31|0|3555376.483|1127|20284|||40994
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94006996|LIFEBUOY HERBAL STRNG&LNG SHAMPOO 80ml|||||||2022-01-31|0|309914.5246|58|229|||40548
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94012469|SLT Yellow soap wrapper promo x 110g|||||||2022-01-31|0|2263283.846|327|4310|||41070
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94011116|Lifebuoy Total 100g|||||||2022-01-31|0|430173.4307|47|697|||40552
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94010677|Ponds Dreamflower Talc 100g|||||||2022-01-31|0|0.0|0|0|||40746
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94012356|Signal Strong Teeth SBWx120g|||||||2022-01-31|0|1067824.613|212|1221|||40951
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94012323|Signal Strong Teeth SBWx70g|||||||2022-01-31|0|1374379.396|225|1135|||40964
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94006594|PB HERBAL CRM 100ml|||||||2022-01-31|0|0.0|1|7|||40691
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94010016|Pears Pure & Gentle Cream 100ML|||||||2022-01-31|0|85701.59183|13|65|||40682
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94005322|PB PURE & GENTLE OIL120ML BCP|||||||2022-01-31|0|0.0|0|0|||41993
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010770|Sunsilk Black Shine Shampoo 180ml|||||||2022-01-31|0|687534.2176|131|582|||41093
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009143|Glow & Handsome Cream 50G|||||||2022-01-31|0|310633.1142|13|46|||40280
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94010052|Pears Active Floral Glass Cologne 100ML|||||||2022-01-31|0|279504.3|54|118|||42196
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009144|Glow & Handsome Cream 25G|||||||2022-01-31|0|273009.7409|9|32|||40279
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94000037|AXE DEO CLICK 150ML|||||||2022-01-31|0|0.0|0|0|||40029
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94010609|Rin Anti Germ X 500g|||||||2022-01-31|0|674040.7026|242|4352|||40904
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94005316|SURF MATIC TOP LOAD 1KG|||||||2022-01-31|0|2705917.468|464|6958|||40913
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94005317|SURF MATIC TOP LOAD 500G|||||||2022-01-31|0|0.0|1|13|||40912
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94012056|Rexona Shower Fresh Roll-on x 50ml|||||||2022-01-31|0|652752.6037|78|98|||40841
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94008605|LIFEBOUY HEALTH STRNG&LNG SHAMPOO 80ml|||||||2022-01-31|0|522949.8927|105|416|||40543
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94010527|AXE DEO DARK TEMPTATION Rock 135ML|||||||2022-01-31|0|1434308.97|218|324|||40031
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94010660|Wonderlight Yellow 110g|||||||2022-01-31|0|0.0|0|0|||41229
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1119|Home & Hygiene|20221|||||||||94002155|VIM D/W 400G|||||||2022-01-31|0|485728.999|138|1986|||41215
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1118|Deodorants & Fragrances|20221|||||||||94005375|REX R/O MEN SP ED V8 50ML|||||||2022-01-31|0|401533.3181|48|63|||40833
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94011586|Signal Fighter DP Pouch - Medium|||||||2022-01-31|0|0.0|43|197|||42162
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2342|Fabric Enhancers|20221|||||||||94011697|Comfort Blue x 210ml|||||||2022-01-31|0|1132263.745|134|1126|||40147
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2342|Fabric Enhancers|20221|||||||||94011695|Comfort Pink x 210ml|||||||2022-01-31|0|1263372.412|150|1257|||40160
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2342|Fabric Enhancers|20221|||||||||94009183|COMFORT BLUE 860ML|||||||2022-01-31|0|2026690.511|214|2912|||40149
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2342|Fabric Enhancers|20221|||||||||94009185|COMFORT PINK 860ML|||||||2022-01-31|0|6516461.852|743|10121|||40162
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94007453|DV DY SE TY SH 180ML|||||||2022-01-31|0|244004.8156|42|185|||40192
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94011946|DoveIRPCondiRLX180ml|||||||2022-01-31|0|1778310.827|282|1194|||40214
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94011943|DoveIRPCondiRLX80ml|||||||2022-01-31|0|407851.5292|55|206|||40215
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94005125|DOVE DSH TH CDHR 180ml|||||||2022-01-31|0|0.0|0|0|||40191
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94011930|Lifebuoy BW Total Protect x 250ml|||||||2022-01-31|0|455801.8283|68|418|||41472
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94011931|Lifebuoy BW Mild Care x 250ml|||||||2022-01-31|0|311922.8843|47|286|||41471
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94011945|Dove IRP SH RL X 180ml|||||||2022-01-31|0|4111292.777|652|2901|||40216
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1070|Scratch Cooking Aids|20221|||||||||94010255|Knorr Cubes Pantry Pack 60G|||||||2022-01-31|0|3329862.379|298|1719|||41316
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009956|Glow & Lovely Multivitamin Cream 50g|||||||2022-01-31|0|558000.907|25|90|||40283
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1119|Home & Hygiene|20221|||||||||94002153|VIM D/W 200G|||||||2022-01-31|0|422259.7586|116|1671|||41213
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94005364|Signal Expert Double Pack 28.2g|||||||2022-01-31|0|0.0|0|0|||42460
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2026|Skin Cleansing|20221|||||||||94008184|LIFEBUOY HERBAL 100G|||||||2022-01-31|0|0.0|0|0|||40549
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1070|Scratch Cooking Aids|20221|||||||||94010254|Knorr Cubes Vertical Dispenser 20G|||||||2022-01-31|0|699628.0825|47|336|||40085
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1119|Home & Hygiene|20221|||||||||94011083|Vim D/W Scouring Powder x 650g|||||||2022-01-31|0|0.0|206|3206|||41218
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009057|Junior Horlicks Vanilla 400g carton|||||||2022-01-31|0|0.0|0|0|||42931
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1812|Functional Nutrition|20221|||||||||94009054|Horlicks Original 400g Carton|||||||2022-01-31|0|3795849.562|400|3836|||42933
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94010620|Rin Anti Germ X 1kg|||||||2022-01-31|0|1332604.602|456|8214|||40901
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009964|PONDS BHT/BTY/DAY CRM 23G|||||||2022-01-31|0|508928.6122|51|56|||40766
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94012553|Vaseline Deep Restorex 100ml|||||||2022-01-31|0|648402.2426|155|371|||41195
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94010682|Surf Excel with Comfort x 1KG|||||||2022-01-31|0|5530712.642|1187|17809|||41157
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94010681|Surf Excel with Comfort x 500G|||||||2022-01-31|0|1316881.846|246|3938|||41166
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009346|Vaseline Aloe Fresh 400ml|||||||2022-01-31|0|2918626.29|384|1835|||41177
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009453|VASELINE HEALTHY BRGHT 400ml|||||||2022-01-31|0|1971921.038|229|1098|||43210
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2342|Fabric Enhancers|20221|||||||||94007263|COMFORT PURE 860ML|||||||2022-01-31|0|2962.997823|0|4|||40164
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94012206|Closeup Anti Germ Red Hot x30g NF|||||||2022-01-31|0|250231.6216|82|178|||42797
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010517|Clear Ice cool Menthol Shampoo 80ml|||||||2022-01-31|0|344359.2864|50|196|||40113
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94007938|Clear Anti Hairfall Shampo 80ml|||||||2022-01-31|0|0.0|0|0|||40101
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010520|Clear Complete Soft Care Shampoo 80ml|||||||2022-01-31|0|2455.58216|0|1|||40103
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010521|Clear Ice cool menthol 180ml|||||||2022-01-31|0|569383.9463|46|413|||42847
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010524|Clear Complete soft care 180ml|||||||2022-01-31|0|388704.2111|32|282|||42848
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010519|Clear Men Cool Spot Menthol Shampo 80ml|||||||2022-01-31|0|157168.3693|22|85|||40116
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010523|Clear Men cool sport menthol 180ml|||||||2022-01-31|0|459634.6092|35|315|||42846
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94012458|Signal Herbal TPx160g|||||||2022-01-31|0|613133.7846|99|759|||42451
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010765|Sunsilk T&L Shampoo 180ml|||||||2022-01-31|0|2190.296966|0|2|||41048
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94009443|Closeup Peppermint Splash 30g|||||||2022-01-31|0|490783.6754|161|348|||42799
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94009247|CLOSE UP ACTIVE GEL RED HOT 120G|||||||2022-01-31|0|702181.7468|109|627|||40129
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94011964|DoveHFRCondiRLX180ml|||||||2022-01-31|0|360759.5694|57|242|||40210
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94011923|Ponds Pure Detox FW 50g|||||||2022-01-31|0|568100.61|64|154|||40750
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2341|Fabric Cleaning|20221|||||||||94005318|SURF MATIC FRONT LOAD 1KG|||||||2022-01-31|0|1072411.327|153|2298|||41470
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94007129|Ponds White Beauty Facewash 100g India|||||||2022-01-31|0|1875.06|0|1|||40761
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94003253|PONDS PURE/WT DEEP CLEN FF 100g|||||||2022-01-31|0|0.0|0|0|||41913
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CF1070|Scratch Cooking Aids|20221|||||||||94006055|KNORR CHKEN SS POW (MT) 5*8g|||||||2022-01-31|0|0.0|0|0|||41911
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94004619|DOVE NUTRI THRPY SHAMPOO NOC 180ml|||||||2022-01-31|0|0.0|0|0|||41883
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009343|Vaseline Cocoa Glow 100ml|||||||2022-01-31|0|540563.2976|108|259|||42159
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009345|Vaseline Cocoa Glow 400ml|||||||2022-01-31|0|0.0|0|0|||42158
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009142|Glow & Lovely Instant Glow Facewash 50G|||||||2022-01-31|0|144548.6228|19|45|||41907
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH2027|Skin Care|20221|||||||||94009141|Glow & Handsome Facewash 50G|||||||2022-01-31|0|414434.0609|42|101|||41902
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1116|Hair Care|20221|||||||||94010780|Sunsilk T&L Conditioner 180ml|||||||2022-01-31|0|1731.133498|0|1|||41975
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94003712|SIGNAL EXPT PROTECT PROSENSITIVE 80G|||||||2022-01-31|0|0.0|0|0|||42018
800068|0000800068 : JAYKAY MARKETING SERVICES PVT LTD||2022-01-31|L3-CH1117|Oral Care|20221|||||||||94003743|SIGNAL EXPT PROTECT PRO SENS40G|||||||2022-01-31|0|0.0|0|0|||42019
